"gram","mon_freq","chn_freq"
"eze",0,7.73244702307233e-06
"ezh",0.000131963116308992,0.00186351973256043
"ezi",0,6.31483173550907e-05
"ezu",0,1.93311175576808e-05
"f a",0,1.28874117051206e-06
"f c",0,1.28874117051206e-06
"f d",0,5.15496468204822e-06
"f f",0,1.28874117051206e-06
"f h",0,6.44370585256028e-06
"f k",0,1.28874117051206e-06
"f p",0,2.57748234102411e-06
"f q",0,6.44370585256028e-06
"f r",0,1.28874117051206e-06
"f s",0,1.28874117051206e-05
"f t",0,1.28874117051206e-06
"f x",0,1.28874117051206e-06
"f z",0,1.28874117051206e-06
"fab",0,1.28874117051206e-06
"fac",0,5.15496468204822e-06
"fad",0,3.86622351153617e-06
"fag",0,6.44370585256028e-06
"fah",0,1.28874117051206e-06
"faj",0,3.86622351153617e-06
"fak",0,1.28874117051206e-06
"fal",0,5.15496468204822e-06
"fam",0,5.15496468204822e-06
"fan",0,0.00316901453828914
"faq",0,2.57748234102411e-06
"far",0,1.28874117051206e-06
"fas",0,9.02118819358439e-06
"fat",0,3.86622351153617e-06
"faw",0,3.86622351153617e-06
"fax",0,1.28874117051206e-06
"fay",0,9.02118819358439e-06
"faz",0,6.44370585256028e-06
"fe ",0,2.06198587281929e-05
"fec",0,1.28874117051206e-06
"fei",0,6.57257996961148e-05
"fen",3.29907790772479e-05,0.00211740174315131
"ffi",0,1.28874117051206e-06
"fi ",0,2.57748234102411e-06
"fin",0,3.86622351153617e-06
"fit",0,9.02118819358439e-06
"fla",0,1.28874117051206e-06
"flo",0,6.44370585256028e-06
"fo ",0,5.15496468204822e-06
"foa",0,2.57748234102411e-06
"fob",0,2.57748234102411e-06
"foc",0,1.54648940461447e-05
"fod",0,2.3197341069217e-05
"foe",0,1.28874117051206e-06
"fog",0,1.80423763871688e-05
"foh",0,1.28874117051206e-06
"foj",0,3.86622351153617e-06
"fok",0,3.86622351153617e-06
"fol",0,7.73244702307233e-06
"fom",0,3.86622351153617e-06
"fop",0,7.73244702307233e-06
"for",0,9.02118819358439e-06
"fos",0,6.70145408666269e-05
"fot",0,4.51059409679219e-05
"fou",0,1.15986705346085e-05
"fow",0,2.57748234102411e-06
"fox",0,1.28874117051206e-06
"foy",0,2.83523057512652e-05
"foz",0,1.41761528756326e-05
"fto",0,1.28874117051206e-06
"ftw",0,1.28874117051206e-06
"fua",0,1.15986705346085e-05
"fub",0,7.73244702307233e-06
"fuc",0,0.000127585375880694
"fud",0,3.47960116038255e-05
"fue",0,5.15496468204822e-06
"fuf",0,7.73244702307233e-06
"fug",0,5.28383879909943e-05
"fuh",0,1.80423763871688e-05
"fuj",0,0.000199754881429369
"fuk",0,5.15496468204822e-06
"ful",0,8.89231407653318e-05
"fum",0,3.60847527743376e-05
"fup",0,1.15986705346085e-05
"fuq",0,2.19085998987049e-05
"fus",0,6.70145408666269e-05
"fut",0,6.05708350140666e-05
"fuw",0,2.57748234102411e-05
"fux",0,2.44860822397291e-05
"fuy",0,7.86132114012354e-05
"fuz",0,0.000186867469724248
"g j",0,2.57748234102411e-06
"g q",0,1.28874117051206e-06
"g x",0,1.03099293640964e-05
"gao",0.000131963116308992,0.00233391025979733
"gau",0,2.57748234102411e-06
"gb ",0,6.44370585256028e-06
"gba",0,0.00042012962158693
"gbe",0,0.000230684669521658
"gbi",0,0.000118564187687109
"gbo",0,2.96410469217773e-05
"gbu",1.6495389538624e-05,0.000114697964175573
"gca",0,0.000278368092830604
"gce",0,6.44370585256028e-06
"gch",0.000197944674463487,0.00119079684155314
"gci",0,1.93311175576808e-05
"gco",0,3.86622351153617e-06
"gcu",0,0.0057722717027235
"gd ",3.29907790772479e-05,3.35072704333134e-05
"gda",4.94861686158719e-05,0.000474256750748436
"gde",1.6495389538624e-05,3.35072704333134e-05
"gdi",3.29907790772479e-05,0.000684321561541902
"gdo",3.29907790772479e-05,0.000356981304231839
"gdu",1.6495389538624e-05,0.00014433901109735
"gea",0,6.44370585256028e-06
"gec",0,6.18595761845787e-05
"ged",4.94861686158719e-05,0.000268058163466508
"gef",0,3.86622351153617e-06
"gej",0,8.11906937422595e-05
"gek",0,6.44370585256028e-06
"gem",0,1.03099293640964e-05
"gep",0,3.86622351153617e-06
"geq",0,6.44370585256028e-06
"gew",0,1.03099293640964e-05
"gex",0,9.02118819358439e-06
"gey",1.6495389538624e-05,2.96410469217773e-05
"gez",6.59815581544958e-05,0.00100135188948787
"gf ",0,7.73244702307233e-06
"gfa",0,0.000390488574665153
"gfe",1.6495389538624e-05,0.00032605151613955
"gfo",0,2.06198587281929e-05
"gfu",0,0.000134029081733254
"gg ",0,1.15986705346085e-05
"gga",0,0.000663701702813709
"gge",0,0.000400798504029249
"ggo",1.6495389538624e-05,0.00219730369572305
"ggu",0,0.000887942666482806
"gh ",1.6495389538624e-05,3.99509762858737e-05
"gha",0.00016495389538624,0.000247438304738315
"ghe",0,0.000479411715430485
"gho",4.94861686158719e-05,0.000233262151862682
"ghs",0,1.28874117051206e-06
"ghu",0.000131963116308992,0.000817061902104643
"gis",0,1.28874117051206e-06
"gj ",0,7.73244702307233e-06
"gji",0,0.00788065225768122
"gju",0,0.000113409223005061
"gk ",0,3.86622351153617e-06
"gko",0,0.000337650186674159
"gku",4.94861686158719e-05,7.86132114012354e-05
"gl ",1.6495389538624e-05,3.22185292628014e-05
"gla",6.59815581544958e-05,0.00027579061048958
"gle",3.29907790772479e-05,6.57257996961148e-05
"gli",0,0.00162768009835673
"glo",3.29907790772479e-05,0.00104130286577374
"glu",0,0.000304142916240845
"gm ",0,1.03099293640964e-05
"gma",0,0.00041368591573437
"gme",0,0.000239705857715242
"gmi",0,0.000917583713404584
"gmn",0,1.28874117051206e-06
"gmo",0,1.93311175576808e-05
"gmu",1.6495389538624e-05,7.60357290602113e-05
"gn ",0,2.57748234102411e-06
"gna",6.59815581544958e-05,0.000297699210388285
"gni",8.24769476931198e-05,0.000278368092830604
"gno",1.6495389538624e-05,1.67536352166567e-05
"gon",0.000230935453540735,0.000648236808767564
"goo",0,3.86622351153617e-06
"gou",0,0.00354403821890815
"gp ",0,6.44370585256028e-06
"gpa",8.24769476931198e-05,0.000195888657917832
"gpe",1.6495389538624e-05,5.41271291615063e-05
"gpi",0,0.000546426256297111
"gpo",1.6495389538624e-05,0.00014433901109735
"gq ",0,1.54648940461447e-05
"gqi",0,0.000704941420270094
"gqu",0,0.000480700456600997
"gr ",0,1.28874117051206e-06
"gra",1.6495389538624e-05,7.08807643781631e-05
"gri",0,1.03099293640964e-05
"gru",0,2.44860822397291e-05
"gsa",8.24769476931198e-05,9.02118819358439e-05
"gsh",0.000346403180311103,0.0032708250907596
"gsi",1.6495389538624e-05,0.000162381387484519
"gso",1.6495389538624e-05,5.54158703320184e-05
"gsu",0,7.73244702307233e-05
"gta",0.000412384738465599,0.000994908183635307
"gti",0.00016495389538624,0.000243572081226778
"gto",0.000148458505847616,0.000521940174057382
"gtu",8.24769476931198e-05,0.000686899043882926
"gtz",0,3.86622351153617e-06
"gua",0,0.0035917216422171
"gub",0,1.54648940461447e-05
"guc",6.59815581544958e-05,0.000242283340056266
"gud",1.6495389538624e-05,0.000184289987383224
"gue",0,2.57748234102411e-06
"guf",0,1.80423763871688e-05
"gug",1.6495389538624e-05,3.47960116038255e-05
"guh",1.6495389538624e-05,2.70635645807532e-05
"gui",0,0.000171402575678103
"guj",0,0.000106965517152501
"guk",0,7.73244702307233e-06
"guo",0,0.0015825741573888
"gup",0,1.54648940461447e-05
"guq",1.6495389538624e-05,2.19085998987049e-05
"gus",0,0.000173980058019127
"gut",8.24769476931198e-05,9.79443289589162e-05
"guw",0,2.19085998987049e-05
"gux",0,0.000101810552470452
"guz",0,0.000180423763871688
"gw ",0,2.06198587281929e-05
"gwa",8.24769476931198e-05,0.00140601661702865
"gwe",1.6495389538624e-05,0.000207487328452441
"gwo",0,8.50569172537957e-05
"gwu",8.24769476931198e-05,0.000141761528756326
"gx ",0,1.03099293640964e-05
"gxi",0,0.00112120481834549
"gxu",0,0.00010052181129994
"gy ",1.6495389538624e-05,3.73734939448496e-05
"gya",1.6495389538624e-05,0.00117662068867751
"gye",0,3.09297880922893e-05
"gyi",0,0.000815773160934131
"gyo",0,6.70145408666269e-05
"gyu",0,0.000748758620067504
"gz ",0,5.15496468204822e-05
"gza",0,3.35072704333134e-05
"gze",0,4.89721644794581e-05
"gzh",1.6495389538624e-05,0.00638700124105775
"gzi",0,0.000408530951052322
"gzo",0,6.44370585256028e-06
"gzu",0,0.00015078271694991
"h f",0,1.28874117051206e-06
"h i",0,5.15496468204822e-06
"h l",1.6495389538624e-05,2.57748234102411e-05
"h p",0,7.73244702307233e-06
"h r",0,3.86622351153617e-06
"h w",0,1.67536352166567e-05
"h x",0,3.99509762858737e-05
"h y",0,3.60847527743376e-05
"h z",1.6495389538624e-05,1.93311175576808e-05
"hac",0.000148458505847616,0.00019459991674732
"hai",0.000742292529238078,0.00157226422802471
"han",0.00445375517542847,0.0154416967050754
"hao",0.000659815581544958,0.00299503448027002
"haw",1.6495389538624e-05,0.000155937681631959
"hax",0,1.93311175576808e-05
"haz",1.6495389538624e-05,0.000139184046415302
"hea",0,1.41761528756326e-05
"heb",8.24769476931198e-05,0.000248727045908827
"hec",4.94861686158719e-05,0.00100264063065838
"hed",1.6495389538624e-05,0.00031960781028699
"hef",0,2.44860822397291e-05
"heh",6.59815581544958e-05,7.21695055486751e-05
"hei",0.000428880128004223,0.000585088491412473
"hej",1.6495389538624e-05,0.000559313668002232
"hek",1.6495389538624e-05,0.000308009139752381
"hel",0.000181449284924863,0.000197177399088344
"hem",1.6495389538624e-05,5.79933526730425e-05
"hen",0.000379393959388351,0.00669887660432167
"hep",1.6495389538624e-05,0.000123719152369157
"heq",0,7.21695055486751e-05
"hes",3.29907790772479e-05,0.000161092646314007
"het",0.00016495389538624,0.00033249522199211
"hew",0,0.000140472787585814
"hex",0,0.000211353551963977
"hez",0,0.000530961362250967
"hib",0.000263926232617983,0.000358270045402351
"hic",3.29907790772479e-05,0.000469101786066388
"hid",3.29907790772479e-05,0.000162381387484519
"hie",3.29907790772479e-05,5.02609056499702e-05
"hif",0,0.000257748234102411
"hih",0.000131963116308992,0.000293832986876749
"hij",1.6495389538624e-05,0.000778399666989282
"him",3.29907790772479e-05,0.000421418362757442
"hip",0,0.000224240963669098
"hiq",0,0.000243572081226778
"his",0.000181449284924863,0.00022552970483961
"hiw",1.6495389538624e-05,0.000176557540360152
"hix",0,7.86132114012354e-05
"hiz",0,0.000654680514620124
"hn ",0,1.28874117051206e-06
"hns",0,3.86622351153617e-06
"hon",0.00239183148310047,0.00267671541115354
"hou",0,0.00413557041617319
"hua",0.000131963116308992,0.0288858445958572
"huc",8.24769476931198e-05,0.000333783963162622
"huf",0,3.99509762858737e-05
"hug",0.000181449284924863,0.000577356044389401
"hui",0.000197944674463487,0.00237772745959474
"huj",0.000824769476931198,0.00084025924317386
"hum",8.24769476931198e-05,0.000121141670028133
"huo",0.000214440064002111,0.000662412961643197
"hup",0,0.000264191939954971
"huq",6.59815581544958e-05,7.73244702307233e-05
"huw",0,0.000260325716443435
"hux",0,8.37681760832836e-05
"huz",3.29907790772479e-05,0.000613440797163738
"hvd",0,7.73244702307233e-06
"i f",1.6495389538624e-05,1.80423763871688e-05
"i l",3.29907790772479e-05,9.02118819358439e-05
"i p",0,0.000154648940461447
"i v",0,1.28874117051206e-06
"i w",1.6495389538624e-05,0.000168825093337079
"i x",0,0.000126296634710181
"i y",4.94861686158719e-05,0.000386622351153617
"ia ",6.59815581544958e-05,0.000386622351153617
"iaa",0,0.000161092646314007
"iab",0,0.000829949313809764
"iac",0,0.00162123639250417
"iad",1.6495389538624e-05,0.000586377232582985
"iae",0,7.73244702307233e-06
"iaf",0,0.000215219775475513
"iag",0,0.00284940672800215
"iah",0,0.00117662068867751
"iai",0,6.44370585256028e-06
"iaj",0,0.000433017033292051
"iak",1.6495389538624e-05,0.000304142916240845
"ial",8.24769476931198e-05,0.00125007893539669
"iam",0,0.000414974656904882
"ian",6.59815581544958e-05,0.0124299085895888
"iao",0.000115467726770368,0.00730845117797387
"iap",0,0.00144725633448504
"iaq",0,0.000306720398581869
"iar",0,9.02118819358439e-06
"ias",0.000148458505847616,0.00138410801712995
"iat",1.6495389538624e-05,0.00107094391269552
"iaw",0,0.00185449854436685
"iax",0,0.000198466140258857
"iay",0,0.00270120149339327
"iaz",0,0.00480442708366894
"iba",4.94861686158719e-05,0.000539982550444551
"ibo",0,3.73734939448496e-05
"ibu",0,0.000136606564074278
"ic ",0,3.86622351153617e-06
"ica",1.6495389538624e-05,0.000336361445503646
"ice",0,3.86622351153617e-06
"ich",0.00054434785477459,0.000996196924805819
"ici",0,1.41761528756326e-05
"ick",0,1.28874117051206e-06
"ico",0,2.57748234102411e-06
"icu",0,0.00360847527743376
"ida",3.29907790772479e-05,0.000472968009577924
"idd",0,5.15496468204822e-06
"idi",1.6495389538624e-05,0.000492299127135605
"ido",0,0.000266769422295996
"idu",3.29907790772479e-05,0.000173980058019127
"ie ",0,2.19085998987049e-05
"iea",0,2.57748234102411e-06
"ieb",0,3.47960116038255e-05
"iec",0,0.000158515163972983
"ied",0,5.67046115025304e-05
"iee",0,2.57748234102411e-06
"ief",0,6.05708350140666e-05
"ieg",0,0.000112120481834549
"ieh",0,4.38171997974099e-05
"iej",0,0.000261614457613947
"iek",1.6495389538624e-05,1.93311175576808e-05
"iel",1.6495389538624e-05,0.000189444952065272
"iem",0,4.25284586268978e-05
"ien",1.6495389538624e-05,2.44860822397291e-05
"iep",0,6.83032820371389e-05
"ieq",0,3.35072704333134e-05
"ies",0,8.50569172537957e-05
"iet",0,5.15496468204822e-05
"iew",0,3.60847527743376e-05
"iex",0,9.02118819358439e-06
"iey",0,5.54158703320184e-05
"iez",0,0.000206198587281929
"if ",0,7.73244702307233e-06
"ifa",0,0.000390488574665153
"ife",0,0.000190733693235784
"ifi",0,2.57748234102411e-06
"ifo",0,5.92820938435546e-05
"ifu",0,6.70145408666269e-05
"iga",0.000115467726770368,0.000471679268407412
"ige",0.000230935453540735,0.000242283340056266
"igh",0,9.02118819358439e-06
"ign",0,7.73244702307233e-06
"igo",0.000181449284924863,0.00274244121084965
"igu",4.94861686158719e-05,0.000622461985357323
"iha",0.000115467726770368,0.000309297880922893
"ihe",0.000131963116308992,0.000417552139245906
"iho",8.24769476931198e-05,0.00018815621089476
"ihp",0,1.28874117051206e-06
"ihu",0.000280421622156607,0.000550292479808648
"ihw",0,1.28874117051206e-06
"ihy",0,1.28874117051206e-06
"ij ",0,1.15986705346085e-05
"iji",4.94861686158719e-05,0.0048856177774112
"iju",1.6495389538624e-05,4.76834233089461e-05
"iko",0.000115467726770368,0.000341516410185695
"iku",1.6495389538624e-05,9.15006231063559e-05
"ila",9.89723372317437e-05,0.000211353551963977
"ili",0.00070930175016083,0.00196404154386037
"ilk",0,1.28874117051206e-06
"ilo",4.94861686158719e-05,0.000573489820877865
"ilu",0.000197944674463487,0.000207487328452441
"ilv",0,3.86622351153617e-06
"ilw",1.6495389538624e-05,3.22185292628014e-05
"ima",1.6495389538624e-05,0.000452348150849732
"ime",1.6495389538624e-05,0.000350537598379279
"imi",0.000131963116308992,0.000493587868306117
"imo",0,9.2789364276868e-05
"imu",0,0.000101810552470452
"ina",0.000197944674463487,0.000356981304231839
"inb",3.29907790772479e-05,0.000112120481834549
"inc",0.000131963116308992,0.000641793102915004
"ind",0.000148458505847616,0.000295121728047261
"inf",0,0.00013145159939223
"ing",0.00136911733170579,0.00803014623346062
"ini",4.94861686158719e-05,0.000168825093337079
"inj",0,0.000835104278491812
"inl",1.6495389538624e-05,0.000220374740157562
"inm",1.6495389538624e-05,0.000149493975779398
"inp",0.000148458505847616,0.000220374740157562
"inq",1.6495389538624e-05,0.000117275446516597
"inr",0,7.73244702307233e-06
"ins",0.000296917011695231,0.000301565433899821
"inv",0,3.86622351153617e-06
"inx",0,0.000161092646314007
"iny",0,0.0002886780221947
"inz",1.6495389538624e-05,0.00157999667504778
"iob",0,1.28874117051206e-06
"ion",1.6495389538624e-05,0.000184289987383224
"iot",0,1.28874117051206e-06
"ip ",0,7.73244702307233e-06
"ipa",1.6495389538624e-05,0.000199754881429369
"ipe",0,0.00010052181129994
"ipi",0,0.000625039467698347
"ipo",1.6495389538624e-05,0.000121141670028133
"ipu",1.6495389538624e-05,7.08807643781631e-05
"iqi",0,0.000579933526730425
"iqu",1.6495389538624e-05,0.000421418362757442
"isa",8.24769476931198e-05,0.000127585375880694
"ish",0.000247430843079359,0.00257103863517155
"isi",1.6495389538624e-05,0.000105676775981989
"isl",0,3.86622351153617e-06
"iso",3.29907790772479e-05,6.70145408666269e-05
"iss",0,3.86622351153617e-06
"isu",4.94861686158719e-05,8.37681760832836e-05
"ita",0.000230935453540735,0.000697208973247022
"ito",0.00016495389538624,0.00061472953833425
"itt",1.6495389538624e-05,3.09297880922893e-05
"itu",3.29907790772479e-05,0.000439460739144611
"itz",0,1.28874117051206e-06
"iua",0,1.80423763871688e-05
"iub",0,0.00015078271694991
"iuc",1.6495389538624e-05,0.0004703905272369
"iud",0,0.000247438304738315
"iue",0,7.73244702307233e-06
"iuf",0,6.57257996961148e-05
"iug",1.6495389538624e-05,0.000427862068610002
"iuh",0,0.000244860822397291
"iuj",0,0.00138410801712995
"iuk",0,5.92820938435546e-05
"iul",3.29907790772479e-05,0.0004703905272369
"ium",0,0.000104388034811477
"iun",0,2.96410469217773e-05
"iup",0,0.000112120481834549
"iuq",0,0.000166247610996055
"ius",0,0.000523228915227895
"iut",0,0.000248727045908827
"iuu",0,1.28874117051206e-06
"iuw",0,0.000201043622599881
"iux",0,0.0001817125050422
"iuy",0,0.00027579061048958
"iuz",0,0.000811906937422595
"ivi",0,1.28874117051206e-06
"iw ",0,9.02118819358439e-06
"iwa",1.6495389538624e-05,0.00100006314831736
"iwe",1.6495389538624e-05,0.000164958869825543
"iwo",0,5.92820938435546e-05
"iwu",6.59815581544958e-05,0.00017526879918964
"ix ",0,7.73244702307233e-06
"ixi",0,0.00102454923055708
"ixu",0,6.57257996961148e-05
"iya",0,0.00127456501763642
"iye",0,2.3197341069217e-05
"iyi",0.000296917011695231,0.000621173244186811
"iyo",0,5.41271291615063e-05
"iyu",1.6495389538624e-05,0.000960112172031481
"iz ",0,3.73734939448496e-05
"iza",3.29907790772479e-05,3.99509762858737e-05
"ize",0,5.54158703320184e-05
"izh",1.6495389538624e-05,0.00377987785311186
"izi",0,0.000675300373348317
"izo",0,5.15496468204822e-06
"izu",0,0.000141761528756326
"j",0,3.86622351153617e-06
"j j",0,1.28874117051206e-06
"j l",0,1.28874117051206e-06
"j m",0,2.57748234102411e-06
"j r",0,2.57748234102411e-06
"j x",0,9.02118819358439e-06
"j y",0,3.86622351153617e-06
"j z",0,1.28874117051206e-06
"jai",0,1.28874117051206e-06
"jhu",0,1.28874117051206e-06
"ji ",0.000808274087392574,0.0022875155776589
"jia",1.6495389538624e-05,0.0246987245328635
"jic",0,0.00018815621089476
"jid",0,2.44860822397291e-05
"jie",0,0.000529672621080455
"jif",0,3.86622351153617e-06
"jig",3.29907790772479e-05,7.99019525717474e-05
"jih",1.6495389538624e-05,3.99509762858737e-05
"jij",0,0.000189444952065272
"jik",0,1.15986705346085e-05
"jil",4.94861686158719e-05,7.21695055486751e-05
"jim",1.6495389538624e-05,3.22185292628014e-05
"jin",0.000131963116308992,0.00249242542377032
"jio",0,1.28874117051206e-06
"jip",0,1.80423763871688e-05
"jiq",0,1.54648940461447e-05
"jiu",0,0.000592820938435546
"jiw",0,5.02609056499702e-05
"jix",0,5.54158703320184e-05
"jiz",0,0.00013145159939223
"jji",0,1.28874117051206e-06
"joh",0,3.86622351153617e-06
"jua",0,7.73244702307233e-05
"jub",0,5.15496468204822e-06
"juc",0,2.83523057512652e-05
"jud",0,3.86622351153617e-06
"jue",0,3.47960116038255e-05
"juf",0,7.73244702307233e-06
"juh",0,1.54648940461447e-05
"juj",0,2.70635645807532e-05
"jul",1.6495389538624e-05,1.93311175576808e-05
"jum",0,7.73244702307233e-06
"jun",0.000131963116308992,0.000279656834001116
"jup",0,1.28874117051206e-06
"juq",0,6.44370585256028e-06
"jur",0,2.57748234102411e-06
"jus",0,1.41761528756326e-05
"juw",0,5.15496468204822e-06
"jux",0,9.02118819358439e-06
"juy",0,1.54648940461447e-05
"juz",0,4.51059409679219e-05
"k e",0,1.28874117051206e-06
"k g",0,1.28874117051206e-06
"k y",0,2.57748234102411e-06
"k z",0,1.28874117051206e-06
"kaf",0,2.57748234102411e-06
"kag",0,1.28874117051206e-06
"kaj",0,1.28874117051206e-06
"kan",0.000313412401233855,0.000456214374361268
"kay",0,1.28874117051206e-06
"kaz",0,6.44370585256028e-06
"ke",0,2.57748234102411e-06
"keb",0,2.57748234102411e-06
"kec",0,6.83032820371389e-05
"ked",0,2.57748234102411e-06
"kee",0,1.28874117051206e-06
"kef",0,2.57748234102411e-06
"keg",0,7.73244702307233e-06
"keh",0,1.28874117051206e-06
"kej",0,1.93311175576808e-05
"kek",0,3.86622351153617e-06
"kel",0,4.12397174563858e-05
"kep",0,5.15496468204822e-06
"keq",0,5.15496468204822e-06
"kes",0,3.35072704333134e-05
"kew",0,9.02118819358439e-06
"kex",0,2.57748234102411e-06
"key",0,7.73244702307233e-06
"kez",0,2.19085998987049e-05
"kil",0,2.57748234102411e-06
"kin",0,5.15496468204822e-06
"ko ",3.29907790772479e-05,5.15496468204822e-05
"kon",4.94861686158719e-05,0.000278368092830604
"kou",3.29907790772479e-05,0.000563179891513768
"kro",0,1.28874117051206e-06
"kto",0,1.28874117051206e-06
"ku ",0,3.86622351153617e-06
"kua",0,0.000489721644794581
"kub",0,1.28874117051206e-06
"kuc",0,9.02118819358439e-06
"kuf",0,1.28874117051206e-06
"kug",0,2.57748234102411e-06
"kui",0,3.73734939448496e-05
"kuj",0,3.86622351153617e-06
"kuq",0,7.73244702307233e-06
"kux",0,1.28874117051206e-06
"kuy",0,5.15496468204822e-06
"kvi",0,1.28874117051206e-06
"kwo",0,1.28874117051206e-06
"kyl",0,1.28874117051206e-06
"kyt",0,1.28874117051206e-06
"l a",0,5.15496468204822e-06
"l c",0,5.15496468204822e-06
"l d",0,1.54648940461447e-05
"l e",0,1.28874117051206e-06
"l j",0,9.02118819358439e-06
"l m",0,1.28874117051206e-05
"l p",0,5.15496468204822e-06
"l w",0,1.03099293640964e-05
"l x",0,1.67536352166567e-05
"l y",0,1.28874117051206e-05
"l z",0,1.15986705346085e-05
"lab",0,1.28874117051206e-05
"lad",0,2.57748234102411e-06
"lae",0,1.28874117051206e-06
"laj",0,1.03099293640964e-05
"lao",4.94861686158719e-05,0.00178877274467073
"laq",0,1.28874117051206e-06
"lax",0,3.86622351153617e-06
"laz",0,6.57257996961148e-05
"ldl",0,1.28874117051206e-06
